ProfileCnt,LayoutName,UsedByProfiles
2,Opportunity-Renewal Opportunity Layout 2019 v%2E2 TK,|GO Gorkana Group Standard User - Agency-2018|UK Sales Manager- TK
1,Opportunity-Renewal Opportunity Layout 2019 v%2E2%2E -Send,|UK Sales Manager- Test Profile
0,Opportunity-Renewal Opportunity Layout 2019-Send button,
1,Opportunity-Renewal Opportunity Layout 2020- VP,|VP of Sales or Customer Operations
1,Opportunity-Renewal Opportunity Layout 2020-PRN,|GO Gorkana Group Standard User - Bundles for PRN
64,Opportunity-SE Opportunity Layout,|Admin|FI Contract Manager|FI Contract Manager|FI Contract Manager|FI Contract Manager|FI Contract Manager|FI Marketing User|FI Marketing User|FI Marketing User|FI Marketing User|FI Marketing User|FI Standard User -Lightning|FI Standard User -Lightning|FI Standard User -Lightning|FI Standard User -Lightning|FI Standard User -Lightning|FI Standard User|FI Standard User|FI Standard User|FI Standard User|FI Standard User|PRN Standard User|PRN Standard User|PRN Standard User|PRN Standard User|PRN Standard User|PRN Standard User|PRN Standard User|SE Contract Manager|SE Contract Manager|SE Contract Manager|SE Contract Manager|SE Marketing User|SE Marketing User|SE Marketing User|SE Marketing User|SE Sales Manager User|SE Sales Manager User|SE Sales Manager User|SE Sales Manager User|SE Sales Manager User|SE Standard User -Lightning|SE Standard User -Lightning|SE Standard User -Lightning|SE Standard User -Lightning|SE Standard User -Lightning|SE Standard User|SE Standard User|SE Standard User|SE Standard User|SE Standard User|SE Support User|SE Support User|SE Support User|SE Support User|SE System Administrator|SE Test User Temp|SE Test User Temp|SE Test User Temp|SE Test User Temp|Sys Admin - Data Restrictions|Sys Admin - Data Restrictions|System Administrator Upload|System Administrator Upload
43,Opportunity-SE Opportunity Layout -Lightning,|FI Contract Manager|FI Contract Manager|FI Contract Manager|FI Marketing User|FI Marketing User|FI Marketing User|FI Standard User -Lightning|FI Standard User -Lightning|FI Standard User -Lightning|FI Standard User|FI Standard User|FI Standard User|FI System Administrator|FI System Administrator|FI System Administrator|FI System Administrator|SE Contract Manager|SE Contract Manager|SE Marketing User|SE Marketing User|SE Sales Manager User|SE Sales Manager User|SE Sales Manager User|SE Solution Manager|SE Solution Manager|SE Solution Manager|SE Standard User -Lightning|SE Standard User -Lightning|SE Standard User -Lightning|SE Standard User|SE Standard User|SE Standard User|SE Support User|SE Support User|SE Support User|SE System Administrator|SE System Administrator|SE System Administrator|SE Test User Temp|SE Test User Temp|SE Test User Temp|Senior Insights Manager|Senior Insights Manager
1,Opportunity-SE Opportunity Layout- SYS ADMIN,|Admin
21,Opportunity-UK Contracts Opportunity Layout 2018,|Admin|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Contracts User 2018|UK Credit Control User|UK Credit Control User|UK Credit Control User|UK Credit Control User|UK Credit Control User|UK Credit Control User|UK Credit Control User|UK Credit Control User|UK Credit Control User|UK Credit Control User
4,Opportunity-UK Contracts Opportunity Layout 2018- Renewals,|UK Contracts User 2018|UK Contracts User 2018|UK Credit Control User|UK Credit Control User
85,OpportunityContactRole-Opportunity Contact Role Layout,|Admin|Benelux- GDPR User|Chatter External User|Chatter Free User|Chatter Moderator User|Cision Academy Profile|CisionChat Profile|CisionSurveys Profile|Content Only User|ContractManager|DELETED Profile|DELETED1583708272662 Profile|Development Services|FI Contract Manager|FI Marketing User|FI Standard User -Lightning|FI Standard User|FI System Administrator|France- GDPR User|GE Contract Manager|GE Local Admin|GE Management User|GE Marketing User|GE No Extract|GE Opp User|GE Solution Manager|GE Standard User|GO CPRE|GO Customer Service Manager|GO Gorkana Group Chatter|GO Gorkana Group Marketing User|GO Gorkana Group Standard User - Agency-2018|GO Gorkana Group Standard User - Agency|GO Gorkana Group Standard User - Bundles for PRN|GO Gorkana Group Standard User - Bundles- 2018|GO Gorkana Group Standard User - Bundles|GO Gorkana Group Standard User - Trainer|GO Gorkana Group Standard User - US|GO Gorkana Group Standard User-CS|GO Gorkana Group Standard User|GO Gorkana Group Super User - US|GO Gorkana Group Super User|GO Gorkana Management|Guest License User|Identity User|Inactive Profile|MarketingProfile|Premier Support User|PRN Standard User|ReadOnly|REMOVED GO Gorkana Group Standard User- Manager|REMOVED GO Integration|SE Contract Manager|SE Marketing User|SE Sales Manager User|SE Solution Manager|SE Standard User -Lightning|SE Standard User|SE Support User|SE System Administrator|SE Test User Temp|Senior Insights Manager|SolutionManager|Standard Platform User|Standard|StandardAul|Survey Profile|Sys Admin - Data Restrictions|System Administrator Upload|UK Contracts User 2018|UK Credit Control User|UK Jobs Board Sales User|UK Marketing User|UK New Business%3A PRN %26 Mid-market 2018|UK Sales Manager- Test Profile|UK Sales Manager- TK|UK Sales Manager|UK Solution Manager|UK Standard User|UK VP of Sales|VP of Sales or Customer Operations|_GGGSUA2|_GGGSUB2|_GGGSUCS|_VoSaCO
1,OpportunityLineItem-Copy of GO Gorkana Product Layout- Agency 2018,|GO Gorkana Group Standard User - Agency-2018
29,OpportunityLineItem-GO Gorkana Product Layout,|Admin|Benelux- GDPR User|France- GDPR User|GO Gorkana Group Chatter|GO Gorkana Group Marketing User|GO Gorkana Group Standard User - Agency|GO Gorkana Group Standard User - Bundles for PRN|GO Gorkana Group Standard User - Bundles- 2018|GO Gorkana Group Standard User - Bundles|GO Gorkana Group Standard User - Trainer|GO Gorkana Group Standard User - US|GO Gorkana Group Standard User|GO Gorkana Group Super User - US|GO Gorkana Group Super User|GO Gorkana Management|REMOVED GO Gorkana Group Standard User- Manager|REMOVED GO Integration|Senior Insights Manager|Sys Admin - Data Restrictions|System Administrator Upload|UK Contracts User 2018|UK Credit Control User|UK Jobs Board Sales User|UK New Business%3A PRN %26 Mid-market 2018|UK Sales Manager- Test Profile|UK Sales Manager- TK|UK Sales Manager|UK VP of Sales|VP of Sales or Customer Operations
1,OpportunityLineItem-GO Opportunity Product Layout,|GO CPRE
0,OpportunityLineItem-GO US Product Layout,
23,OpportunityLineItem-Opportunity Product Layout,|Chatter External User|Chatter Free User|Chatter Moderator User|Cision Academy Profile|CisionChat Profile|CisionSurveys Profile|Content Only User|DELETED Profile|DELETED1583708272662 Profile|FI Contract Manager|FI Marketing User|FI Standard User|GE Contract Manager|GE Local Admin|GE Management User|GE Marketing User|GE No Extract|GE Opp User|GE Standard User|Guest License User|PRN Standard User|StandardAul|Survey Profile
0,OpportunityLineItem-SE Opportunity Product Layout,
10,OpportunityLineItem-SE Opportunity Product Layout -Lightning,|FI Standard User -Lightning|SE Contract Manager|SE Marketing User|SE Sales Manager User|SE Solution Manager|SE Standard User -Lightning|SE Standard User|SE Support User|SE System Administrator|SE Test User Temp
21,OpportunityLineItem-UK Opportunity Product Layout,|ContractManager|Development Services|FI System Administrator|GE Solution Manager|GO Customer Service Manager|GO Gorkana Group Standard User-CS|Identity User|Inactive Profile|MarketingProfile|Premier Support User|ReadOnly|SolutionManager|Standard Platform User|Standard|UK Marketing User|UK Solution Manager|UK Standard User|_GGGSUA2|_GGGSUB2|_GGGSUCS|_VoSaCO
0,OpportunityLineItem-UK Sales Layout 2019,
85,OpportunityTeamMember-Opportunity Team Member Layout,|Admin|Benelux- GDPR User|Chatter External User|Chatter Free User|Chatter Moderator User|Cision Academy Profile|CisionChat Profile|CisionSurveys Profile|Content Only User|ContractManager|DELETED Profile|DELETED1583708272662 Profile|Development Services|FI Contract Manager|FI Marketing User|FI Standard User -Lightning|FI Standard User|FI System Administrator|France- GDPR User|GE Contract Manager|GE Local Admin|GE Management User|GE Marketing User|GE No Extract|GE Opp User|GE Solution Manager|GE Standard User|GO CPRE|GO Customer Service Manager|GO Gorkana Group Chatter|GO Gorkana Group Marketing User|GO Gorkana Group Standard User - Agency-2018|GO Gorkana Group Standard User - Agency|GO Gorkana Group Standard User - Bundles for PRN|GO Gorkana Group Standard User - Bundles- 2018|GO Gorkana Group Standard User - Bundles|GO Gorkana Group Standard User - Trainer|GO Gorkana Group Standard User - US|GO Gorkana Group Standard User-CS|GO Gorkana Group Standard User|GO Gorkana Group Super User - US|GO Gorkana Group Super User|GO Gorkana Management|Guest License User|Identity User|Inactive Profile|MarketingProfile|Premier Support User|PRN Standard User|ReadOnly|REMOVED GO Gorkana Group Standard User- Manager|REMOVED GO Integration|SE Contract Manager|SE Marketing User|SE Sales Manager User|SE Solution Manager|SE Standard User -Lightning|SE Standard User|SE Support User|SE System Administrator|SE Test User Temp|Senior Insights Manager|SolutionManager|Standard Platform User|Standard|StandardAul|Survey Profile|Sys Admin - Data Restrictions|System Administrator Upload|UK Contracts User 2018|UK Credit Control User|UK Jobs Board Sales User|UK Marketing User|UK New Business%3A PRN %26 Mid-market 2018|UK Sales Manager- Test Profile|UK Sales Manager- TK|UK Sales Manager|UK Solution Manager|UK Standard User|UK VP of Sales|VP of Sales or Customer Operations|_GGGSUA2|_GGGSUB2|_GGGSUCS|_VoSaCO
97,Order-Order Layout,|Admin|Benelux- GDPR User|Chatter External User|Chatter External User|Chatter Free User|Chatter Free User|Chatter Moderator User|Chatter Moderator User|Cision Academy Profile|Cision Academy Profile|CisionChat Profile|CisionChat Profile|CisionSurveys Profile|CisionSurveys Profile|Content Only User|Content Only User|ContractManager|DELETED Profile|DELETED Profile|DELETED1583708272662 Profile|DELETED1583708272662 Profile|Development Services|FI Contract Manager|FI Marketing User|FI Standard User -Lightning|FI Standard User|FI System Administrator|France- GDPR User|GE Contract Manager|GE Local Admin|GE Management User|GE Marketing User|GE No Extract|GE Opp User|GE Solution Manager|GE Standard User|GO CPRE|GO Customer Service Manager|GO Gorkana Group Chatter|GO Gorkana Group Marketing User|GO Gorkana Group Standard User - Agency-2018|GO Gorkana Group Standard User - Agency|GO Gorkana Group Standard User - Bundles for PRN|GO Gorkana Group Standard User - Bundles- 2018|GO Gorkana Group Standard User - Bundles|GO Gorkana Group Standard User - Trainer|GO Gorkana Group Standard User - US|GO Gorkana Group Standard User-CS|GO Gorkana Group Standard User|GO Gorkana Group Super User - US|GO Gorkana Group Super User|GO Gorkana Management|Guest License User|Guest License User|Identity User|Inactive Profile|MarketingProfile|Premier Support User|PRN Standard User|ReadOnly|REMOVED GO Gorkana Group Standard User- Manager|REMOVED GO Integration|SE Contract Manager|SE Marketing User|SE Sales Manager User|SE Solution Manager|SE Standard User -Lightning|SE Standard User|SE Support User|SE System Administrator|SE Test User Temp|Senior Insights Manager|SolutionManager|Standard Platform User|Standard|StandardAul|StandardAul|Survey Profile|Survey Profile|Sys Admin - Data Restrictions|System Administrator Upload|UK Contracts User 2018|UK Credit Control User|UK Jobs Board Sales User|UK Marketing User|UK New Business%3A PRN %26 Mid-market 2018|UK Sales Manager- Test Profile|UK Sales Manager- TK|UK Sales Manager|UK Solution Manager|UK Standard User|UK VP of Sales|VP of Sales or Customer Operations|_GGGSUA2|_GGGSUB2|_GGGSUCS|_VoSaCO
73,Order-PRN Premium Order Layout,|Admin|Benelux- GDPR User|ContractManager|Development Services|FI Contract Manager|FI Marketing User|FI Standard User -Lightning|FI Standard User|FI System Administrator|France- GDPR User|GE Contract Manager|GE Local Admin|GE Management User|GE Marketing User|GE No Extract|GE Opp User|GE Solution Manager|GE Standard User|GO CPRE|GO Customer Service Manager|GO Gorkana Group Chatter|GO Gorkana Group Marketing User|GO Gorkana Group Standard User - Agency-2018|GO Gorkana Group Standard User - Agency|GO Gorkana Group Standard User - Bundles for PRN|GO Gorkana Group Standard User - Bundles- 2018|GO Gorkana Group Standard User - Bundles|GO Gorkana Group Standard User - Trainer|GO Gorkana Group Standard User - US|GO Gorkana Group Standard User-CS|GO Gorkana Group Standard User|GO Gorkana Group Super User - US|GO Gorkana Group Super User|GO Gorkana Management|Identity User|Inactive Profile|MarketingProfile|Premier Support User|PRN Standard User|ReadOnly|REMOVED GO Gorkana Group Standard User- Manager|REMOVED GO Integration|SE Contract Manager|SE Marketing User|SE Sales Manager User|SE Solution Manager|SE Standard User -Lightning|SE Standard User|SE Support User|SE System Administrator|SE Test User Temp|Senior Insights Manager|SolutionManager|Standard Platform User|Standard|Sys Admin - Data Restrictions|System Administrator Upload|UK Contracts User 2018|UK Credit Control User|UK Jobs Board Sales User|UK Marketing User|UK New Business%3A PRN %26 Mid-market 2018|UK Sales Manager- Test Profile|UK Sales Manager- TK|UK Sales Manager|UK Solution Manager|UK Standard User|UK VP of Sales|VP of Sales or Customer Operations|_GGGSUA2|_GGGSUB2|_GGGSUCS|_VoSaCO
71,OrderItem-Order Product Layout,|Admin|Benelux- GDPR User|Chatter External User|Chatter Free User|Chatter Moderator User|Cision Academy Profile|CisionChat Profile|CisionSurveys Profile|Content Only User|ContractManager|DELETED Profile|DELETED1583708272662 Profile|Development Services|France- GDPR User|GE Contract Manager|GE Local Admin|GE Management User|GE Marketing User|GE No Extract|GE Opp User|GE Solution Manager|GE Standard User|GO CPRE|GO Customer Service Manager|GO Gorkana Group Chatter|GO Gorkana Group Marketing User|GO Gorkana Group Standard User - Agency-2018|GO Gorkana Group Standard User - Agency|GO Gorkana Group Standard User - Bundles for PRN|GO Gorkana Group Standard User - Bundles- 2018|GO Gorkana Group Standard User - Bundles|GO Gorkana Group Standard User - Trainer|GO Gorkana Group Standard User - US|GO Gorkana Group Standard User-CS|GO Gorkana Group Standard User|GO Gorkana Group Super User - US|GO Gorkana Group Super User|GO Gorkana Management|Guest License User|Identity User|Inactive Profile|MarketingProfile|Premier Support User|PRN Standard User|ReadOnly|REMOVED GO Gorkana Group Standard User- Manager|REMOVED GO Integration|Senior Insights Manager|SolutionManager|Standard Platform User|Standard|StandardAul|Survey Profile|Sys Admin - Data Restrictions|System Administrator Upload|UK Contracts User 2018|UK Credit Control User|UK Jobs Board Sales User|UK Marketing User|UK New Business%3A PRN %26 Mid-market 2018|UK Sales Manager- Test Profile|UK Sales Manager- TK|UK Sales Manager|UK Solution Manager|UK Standard User|UK VP of Sales|VP of Sales or Customer Operations|_GGGSUA2|_GGGSUB2|_GGGSUCS|_VoSaCO
